iter	Passed	Remaining
193	335	1394
194	337	1391
195	338	1388
196	339	1385
197	341	1384
198	343	1383
199	346	1384
200	348	1386
201	352	1393
202	354	1390
203	355	1387
204	360	1397
205	365	1407
206	366	1405
207	368	1402
208	369	1399
209	371	1396
210	374	1402
211	379	1408
212	380	1406
213	382	1403
214	383	1400
215	385	1397
216	386	1395
217	388	1395
218	390	1393
219	392	1391
220	393	1388
221	395	1385
222	396	1383
223	398	1380
224	399	1377
225	401	1374
226	402	1372
227	404	1370
228	406	1367
229	407	1365
230	409	1363
231	411	1360
232	412	1358
233	414	1355
234	415	1352
235	417	1353
236	419	1351
237	421	1350
238	423	1347
239	424	1345
240	426	1342
241	428	1340
242	429	1338
243	431	1336
244	432	1333
245	434	1331
246	436	1330
247	437	1328
248	439	1325
249	440	1322
250	442	1320
251	443	1317
252	445	1314
253	447	1313
254	448	1311
255	450	1310
256	452	1309
257	456	1312
258	457	1309
259	459	1307
260	460	1304
261	462	1302
262	463	1300
263	465	1297
264	469	1302
265	471	1300
266	472	1298
267	474	1296
268	476	1294
269	477	1291
270	479	1289
271	480	1287
272	483	1287
273	484	1285
274	487	1284
275	488	1282
276	491	1281
277	493	1281
278	495	1279
279	497	1278
280	499	1277
281	501	1276
282	503	1275
283	507	1278
284	510	1279
285	511	1277
286	515	1281
287	518	1280
288	537	1322
289	545	1334
290	551	1344
291	554	1343
292	558	1347
293	567	1361
294	570	1363
295	573	1362
296	576	1363
297	586	1381
298	589	1381
299	592	1382
300	599	1392
301	601	1390
302	604	1389
303	606	1387
304	608	1385
305	614	1392
306	616	1392
307	619	1390
308	621	1389
309	623	1387
310	629	1394
311	632	1393
312	634	1392
313	636	1390
314	638	1387
315	641	1387
316	645	1391
317	648	1390
318	651	1391
319	654	1391
320	661	1398
321	663	1397
322	666	1396
323	668	1394
324	670	1391
325	675	1397
326	678	1395
327	683	1400
328	685	1397
329	688	1397
330	690	1395
331	692	1393
332	693	1389
333	695	1386
334	697	1383
335	698	1381
336	700	1378
337	702	1376
338	704	1374
339	706	1371
340	710	1372
341	712	1371
342	714	1368
343	719	1372
344	722	1371
345	724	1368
346	727	1369
347	729	1366
348	730	1363
349	732	1360
350	736	1361
351	737	1358
352	740	1356
353	741	1354
354	743	1350
355	744	1347
356	746	1344
357	747	1341
358	750	1340
359	752	1337
360	754	1334
361	756	1334
362	759	1332
363	761	1331
364	763	1327
365	766	1327
366	768	1324
367	771	1324
368	772	1321
369	774	1318
370	775	1315
371	777	1312
372	778	1309
373	784	1313
374	786	1310
375	788	1307
376	789	1304
377	790	1301
378	792	1298
379	793	1295
380	795	1292
381	797	1290
382	799	1287
383	800	1284
384	802	1281
385	803	1278
386	805	1275
387	807	1272
388	808	1269
389	809	1266
390	811	1263
391	813	1261
392	814	1258
393	816	1255
394	817	1252
395	818	1249
396	820	1246
397	821	1243
398	823	1240
399	824	1237
400	826	1234
401	828	1231
402	829	1229
403	831	1226
404	832	1223
405	834	1220
406	835	1217
407	837	1215
408	838	1212
409	840	1209
410	841	1206
411	844	1205
412	846	1203
413	850	1203
414	851	1200
415	853	1197
416	854	1194
417	856	1191
418	858	1189
419	863	1192
420	866	1191
421	867	1188
422	869	1185
423	871	1183
424	873	1181
425	878	1183
426	880	1181
427	881	1178
428	883	1175
429	884	1172
430	886	1170
431	888	1167
432	889	1165
433	893	1165
434	895	1162
435	896	1159
436	898	1157
437	899	1154
438	901	1151
439	902	1149
440	904	1146
441	905	1143
442	908	1141
443	909	1139
444	911	1136
445	912	1133
446	914	1130
447	916	1128
448	918	1126
449	920	1124
450	923	1123
451	925	1122
452	927	1120
453	930	1118
454	932	1117
455	935	1116
456	940	1117
457	950	1124
458	953	1123
459	958	1125
460	965	1128
461	967	1127
462	974	1130
463	977	1129
464	979	1127
465	981	1124
466	983	1122
467	985	1120
468	988	1119
469	993	1120
470	995	1117
471	996	1115
472	998	1112
473	999	1109
474	1001	1106
475	1003	1104
476	1005	1102
477	1006	1099
478	1008	1096
479	1009	1093
480	1010	1090
481	1012	1087
482	1013	1085
483	1015	1082
484	1016	1079
485	1019	1078
486	1021	1075
487	1022	1073
488	1024	1070
489	1025	1067
490	1027	1064
491	1028	1061
492	1029	1059
493	1031	1056
494	1034	1055
495	1036	1053
496	1037	1050
497	1039	1047
498	1040	1045
499	1042	1042
500	1043	1039
501	1045	1037
502	1046	1034
503	1049	1032
504	1053	1032
505	1055	1030
506	1057	1027
507	1058	1025
508	1060	1022
509	1061	1020
510	1065	1019
511	1068	1018
512	1070	1016
513	1072	1014
514	1074	1011
515	1075	1009
516	1077	1006
517	1079	1004
518	1082	1002
519	1083	1000
520	1085	997
521	1086	994
522	1088	992
523	1089	989
524	1091	987
525	1092	984
526	1094	982
527	1097	980
528	1098	978
529	1100	975
530	1101	973
531	1103	970
532	1104	968
533	1106	965
534	1108	963
535	1109	960
536	1112	959
537	1114	956
538	1115	954
539	1116	951
540	1117	948
541	1119	945
542	1121	943
543	1123	941
544	1125	939
545	1128	937
546	1129	935
547	1131	932
548	1132	930
549	1133	927
550	1135	925
551	1137	923
552	1138	920
553	1140	917
554	1142	916
555	1144	913
556	1145	911
557	1147	908
558	1148	906
559	1150	904
560	1155	904
561	1158	902
562	1160	900
563	1164	900
564	1166	898
565	1168	896
566	1170	893
567	1171	891
568	1174	889
569	1177	888
570	1178	885
571	1180	883
572	1182	880
573	1183	878
574	1186	877
575	1189	875
576	1191	873
577	1192	870
578	1194	868
579	1195	865
580	1196	863
581	1198	860
582	1199	858
583	1201	855
584	1202	853
585	1205	851
586	1206	849
587	1208	846
588	1210	844
589	1211	841
590	1213	839
591	1213	836
592	1215	834
593	1216	831
594	1218	829
595	1219	826
596	1222	825
597	1224	823
598	1225	820
599	1227	818
600	1228	815
601	1230	813
602	1231	811
603	1233	808
604	1234	806
605	1237	804
606	1240	802
607	1241	800
608	1243	798
609	1244	795
610	1246	793
611	1247	791
612	1249	789
613	1252	787
614	1254	785
615	1256	783
616	1258	781
617	1260	778
618	1262	776
619	1264	774
620	1265	772
621	1269	771
622	1271	769
623	1272	766
624	1274	764
625	1275	762
626	1277	759
627	1278	757
628	1280	754
629	1281	752
630	1284	751
631	1286	749
632	1287	746
633	1289	744
634	1291	742
635	1292	739
636	1294	737
637	1295	735
638	1297	732
639	1300	731
640	1302	729
641	1303	726
642	1305	724
643	1306	722
644	1308	720
645	1309	717
646	1311	715
647	1313	713
648	1316	712
649	1319	710
650	1320	708
651	1322	705
652	1323	703
653	1325	701
654	1327	699
655	1328	696
656	1331	695
657	1333	692
658	1334	690
659	1336	688
660	1337	686
661	1339	683
662	1341	681
663	1343	679
664	1348	679
665	1352	678
666	1353	675
667	1355	673
668	1357	671
669	1358	669
670	1361	667
671	1364	665
672	1365	663
673	1367	661
674	1369	659
675	1370	656
676	1374	655
677	1377	654
678	1379	652
679	1380	649
680	1382	647
681	1383	645
682	1385	643
683	1387	640
684	1388	638
685	1390	636
686	1392	634
687	1394	632
688	1395	630
689	1397	627
690	1399	625
691	1400	623
692	1402	621
693	1403	619
694	1405	616
695	1407	614
696	1409	612
697	1411	610
698	1415	609
699	1417	607
700	1418	605
701	1420	602
702	1421	600
703	1425	599
704	1428	597
705	1433	596
706	1436	595
707	1437	593
708	1440	591
709	1441	588
710	1443	586
711	1445	584
712	1446	582
713	1448	580
714	1450	578
715	1451	575
716	1453	573
717	1457	572
718	1459	570
719	1462	568
720	1463	566
721	1465	564
722	1467	562
723	1470	560
724	1472	558
725	1475	556
726	1478	555
727	1480	553
728	1484	551
729	1486	549
730	1488	547
731	1495	547
732	1497	545
733	1499	543
734	1505	542
735	1509	541
736	1512	539
737	1514	537
738	1518	536
739	1521	534
740	1523	532
741	1525	530
742	1527	528
743	1529	526
744	1533	524
745	1540	524
746	1543	522
747	1545	520
748	1551	519
749	1554	518
750	1557	516
751	1559	514
752	1560	512
753	1565	510
754	1570	509
755	1572	507
756	1574	505
757	1576	503
758	1579	501
759	1582	499
760	1583	497
761	1585	495
762	1587	492
763	1589	490
764	1590	488
765	1592	486
766	1595	484
767	1597	482
768	1599	480
769	1600	478
770	1602	475
771	1603	473
772	1605	471
773	1607	469
774	1608	467
775	1611	465
776	1613	462
777	1615	460
778	1616	458
779	1618	456
780	1620	454
781	1622	452
782	1623	450
783	1626	448
784	1628	445
785	1629	443
786	1631	441
787	1633	439
788	1634	437
789	1636	435
790	1637	432
791	1639	430
792	1642	428
793	1644	426
794	1645	424
795	1647	422
796	1649	420
797	1652	418
798	1654	416
799	1655	413
800	1658	412
801	1660	409
802	1661	407
803	1663	405
804	1664	403
805	1666	401
806	1667	398
807	1669	396
808	1670	394
809	1672	392
810	1674	390
811	1676	388
812	1677	385
813	1679	383
814	1681	381
815	1682	379
816	1684	377
817	1685	375
818	1687	372
819	1689	370
820	1691	368
821	1692	366
822	1694	364
823	1695	362
824	1697	360
825	1698	357
826	1700	355
827	1701	353
828	1703	351
829	1706	349
830	1708	347
831	1710	345
832	1711	343
833	1713	341
834	1714	338
835	1716	336
836	1718	334
837	1720	332
838	1722	330
839	1724	328
840	1725	326
841	1727	324
842	1728	321
843	1730	319
844	1731	317
845	1733	315
846	1735	313
847	1738	311
848	1740	309
849	1742	307
850	1743	305
851	1745	303
852	1746	301
853	1748	298
854	1750	296
855	1753	294
856	1755	292
857	1757	290
858	1759	288
859	1760	286
860	1762	284
861	1763	282
862	1765	280
863	1768	278
864	1770	276
865	1772	274
866	1774	272
867	1775	270
868	1777	267
869	1778	265
870	1780	263
871	1783	261
872	1784	259
873	1786	257
874	1787	255
875	1789	253
876	1791	251
877	1792	249
878	1795	247
879	1798	245
880	1800	243
881	1801	241
882	1803	238
883	1804	236
884	1806	234
885	1807	232
886	1809	230
887	1811	228
888	1812	226
889	1814	224
890	1816	222
891	1817	220
892	1819	217
893	1820	215
894	1822	213
895	1823	211
896	1825	209
897	1827	207
898	1829	205
899	1831	203
900	1832	201
901	1834	199
902	1836	197
903	1838	195
904	1840	193
905	1842	191
906	1845	189
907	1847	187
908	1849	185
909	1850	183
910	1852	180
911	1853	178
912	1855	176
913	1856	174
914	1858	172
915	1860	170
916	1862	168
917	1863	166
918	1865	164
919	1867	162
920	1868	160
921	1870	158
922	1871	156
923	1873	154
924	1874	151
925	1877	150
926	1879	148
927	1881	146
928	1883	143
929	1885	141
930	1886	139
931	1888	137
932	1889	135
933	1891	133
934	1894	131
935	1896	129
936	1897	127
937	1899	125
938	1900	123
939	1902	121
940	1903	119
941	1905	117
942	1907	115
943	1910	113
944	1912	111
945	1914	109
946	1917	107
947	1918	105
948	1920	103
949	1922	101
950	1925	99
951	1927	97
952	1930	95
953	1932	93
954	1934	91
955	1936	89
956	1938	87
957	1942	85
958	1944	83
959	1946	81
960	1947	79
961	1949	76
962	1950	74
963	1952	72
964	1957	70
965	1958	68
966	1961	66
967	1962	64
968	1964	62
969	1965	60
970	1967	58
971	1969	56
972	1971	54
973	1973	52
974	1974	50
975	1976	48
976	1977	46
977	1979	44
978	1981	42
979	1982	40
980	1984	38
981	1986	36
982	1988	34
983	1989	32
984	1991	30
985	1992	28
986	1994	26
987	1995	24
988	1997	22
989	1998	20
990	2000	18
991	2002	16
992	2004	14
993	2005	12
994	2007	10
995	2008	8
996	2010	6
997	2011	4
998	2014	2
999	2017	0
